comment_id,0,like_count,reply_count,author,published_time,reply_level,channel_id,display_name,avatar_url,verified,video_id,Date,Day_of_Week,Hour_of_Day
Ugyky6Dl_m3eD4zljcN4AaABAg,Pure evil,13,,@mov1ngforward,1 day ago,0,UCSQjvoLOrcBKMxIVwdOcTRw,@mov1ngforward,https://yt3.ggpht.com/OuwDDFBBSIW_KTAbV8sgVARECS2PZGKG9iuJdLtCfzsqNs3hgh3Cf29w51LEZbJpd3thGrwJ=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424478-07:00,Friday,21
UgzONUwQNiNQyED7NsV4AaABAg,Radical Moose-Lims,11,,@petergozinya6122,1 day ago,0,UCR-Lqe-9l9GBHfIVF0MOCaw,@petergozinya6122,https://yt3.ggpht.com/4PAX9iZyQb_LSlMB9tROqvK-j9hssb4qMoaHOPTK9O9lUkOSSFywOITcyoeGbsVkjEPcWEjZLlI=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424499-07:00,Friday,21
Ugxr9SJcxC7Eoxo_URl4AaABAg,I suggest Christmas markets be off limits to cars . Close all streets to vehicles and just let people walk.,7,2,@Mlmv266,1 day ago,0,UCxk65bNyk8r8JidrkyZTxsg,@Mlmv266,https://yt3.ggpht.com/ytc/AIdro_lPAu5LcUW1h_9K92DDPIFAt7oKeKn1gaScOAfzdeLy0FyHMrhcwYmEo-u21qNz3kJRkA=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424502-07:00,Friday,21
UgyG7AOSkOGjYmi1Je54AaABAg,THIS IS THE NEW GERMANY ... ALLAH ACHBAR,4,,@393boss,1 day ago,0,UCqZ9kOMUeBa2g-nkJkQZCgg,@393boss,https://yt3.ggpht.com/ytc/AIdro_lYZeTtf1x5TtuvYa4aGh6zh6tFQP0llDdDZRE1Zkzwiyw=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424505-07:00,Friday,21
UgyJXTE7DZ3tZRy7h1d4AaABAg,"He is not a 'suspect'.
He is from Saudi Arabia and he deliberately drove his car through the crowd in the Magdebourg Xmass  market in Eastern Germany.
OK.?",1,,@vasilispatsalidis5683,20 hours ago (edited),0,UC6XSiBDijou47cHxj1X-NmA,@vasilispatsalidis5683,https://yt3.ggpht.com/ytc/AIdro_ln8OjxUL46_tu_e7eufksVeJfaGRCu7w3Qhf4NaE0RyMKKXLjLbfO3cS-bcT1CG7kUrg=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-21 01:07:14.424507-07:00,Saturday,1
Ugx9Q1J183WVWPOHLQF4AaABAg,There are NO lone wolves ! None . Operating alone at the time does not make this evil a lone wolf.,1,,@MizrahiChick,1 day ago,0,UCTbio5_EiMsx6PpbpmG6P9Q,@MizrahiChick,https://yt3.ggpht.com/idEJM6nz9ocXRO-OOF8eH629vFS8eRC0tETJSt1e-0URrTJ-lh0Yx-zLcpziEKP67MQkEPU-yQ=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424513-07:00,Friday,21
UgwBZ85UXWbMydik0Xx4AaABAg,What do you expect from mo slim,8,,@BunchOfDonkeys,1 day ago,0,UCgRCW2VZkEC9k6Wv5jlUfTA,@BunchOfDonkeys,https://yt3.ggpht.com/njGXnhWSSHgNbOyhKqcElbmgC5gz2j9_ILfUu0Zl2ZCeyixw-83Tm6a3MZh042BdL_e6CGsrUP0=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424516-07:00,Friday,21
UgxZZImtB0GqBNCQGWN4AaABAg,It's those peaceful Muslims again,15,1,@danasmith858,1 day ago,0,UCUplsfSHpP8tPy-SR-R6AVQ,@danasmith858,https://yt3.ggpht.com/ytc/AIdro_mqEyyehPqMZXjZITyyJhZfeUvzPfx8-z8vCE3m5L8=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424519-07:00,Friday,21
UgxyfDPZqtNdzA9Gb_l4AaABAg,"What about “ First, do no harm”?",1,,@anneryan2597,1 day ago,0,UCWaMat9-DL6GdXlQL_tgaTg,@anneryan2597,https://yt3.ggpht.com/ytc/AIdro_lqULl_zl4kd2Kqu-NGfQAeRgktPwzB-Z0A1Snc5T96-MRs7PMnyyGHCmsAyOOuHNpt5Q=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424521-07:00,Friday,21
Ugw1aqY1t3c4uPSh5HZ4AaABAg,That’s so sad,1,,@jong4tv,1 day ago,0,UCnm2ZUtGMg6PpikZDnSX1lg,@jong4tv,https://yt3.ggpht.com/ytc/AIdro_ne60JvhbbZLyhNjB6CvjAaXV0wgJsPkyj_QTo0gLbTAEyG=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 21:07:14.424523-07:00,Friday,21
UgyVFJhzfbhiK8i-umF4AaABAg,Its effin Islam,2,,@fortunatomartino8549,23 hours ago,0,UCqq_NxrOdpyiOuqWWnEoOSg,@fortunatomartino8549,https://yt3.ggpht.com/ytc/AIdro_kpifSWxago30XEo6e2KRUmzpgGrgz5ouwSaS5037I=s88-c-k-c0x00ffffff-no-rj,False,b3_MPafbi34,2024-12-20 22:07:14.424526-07:00,Friday,22
